"Date","Aluminum","Arsenic","Bromine","Calcium","Chlorine","Chromium","Copper","Elemental Carbon","Elemental carbon I","Elemental carbon II","Elemental carbon III","Iron","Lead","Magnesium","Manganese","Nickel","Nitrate","Nitrite","Organic carbon","Organic carbon I","Organic carbon II","Organic carbon III","Organic carbon IV","Phosphorus","Potassium","Pyrolyzed organic carbon","Rubidium","Selenium","Silicon","Sodium","Strontium","Sulfate","Sulfur","Titanium","Vanadium","Zinc","Zirconium","PM25"
"03/01/2020",0.05601,0.00082,0.06655,0.0283,0.0113,0.00024,0.00142,0.63856,0.6614,0.02732,0,0.01879,0.0051,0.01783,2e-04,3e-05,0.78275,0,1.74598,0.08322,0.40148,0.60415,0.60697,0.00139,0.035,0.05016,NA,0.00104,0.02876,0.13869,2e-04,0.4544,0.15426,0.00114,0.00011,0.00905,NA,4.2026
"03/04/2020",0.0255,0.00047,0.00221,0.13052,1.32037,0.00049,0.00953,0.28262,0.2546,0.03553,0,0.04606,0.0023,0.13004,0.00098,0.00014,0.55642,0,0.79818,0.06594,0.18998,0.29559,0.23916,3e-05,0.05423,0.00751,1e-04,0.00211,0.05091,0.8491,0.00121,0.55564,0.20309,0.0025,0.00011,0.00517,0.00071,6.73264
"03/07/2020",0.0063,0.00045,0.00102,0.01446,0.00257,0.00038,0.00155,0.39747,0.43194,0.09089,0,0.02846,0.00248,0.01017,0.00062,0.00024,1.64658,0.00275,1.0565,0.05478,0.20444,0.36766,0.30426,0.00044,0.02693,0.12536,NA,0.00067,0.01706,0.04794,0.00011,0.29076,0.10318,0.00164,1e-04,0.00484,NA,2.9527
"03/10/2020",0.01394,0.00015,0.00094,0.01759,0.00287,0.00031,0.00755,0.29627,0.35769,0.05495,0,0.03947,0.00166,0.01165,0.00085,0.00015,0.21496,0.0052,0.91406,0.05454,0.19804,0.36058,0.18453,0.00041,0.02472,0.11637,NA,0,0.03045,0.06373,0.00019,0.25359,0.09279,0.00203,0,0.00657,4e-04,2.35584
"03/13/2020",0.01679,0.00026,0.00146,0.01717,0.0085,0.00019,0.00109,0.31943,0.40518,0.06976,0,0.02466,5e-04,0.02748,0.00068,NA,0.65452,0.00633,0.88367,0.03306,0.16462,0.32194,0.20854,1e-05,0.02932,0.15551,NA,0.00018,0.03212,0.17031,0.00032,0.44968,0.16571,0.00153,9e-05,0.00307,NA,3.03179
"03/16/2020",0.04577,0.00019,0.00235,0.02565,0.00337,0.00021,0.00272,0.41573,0.44028,0.14132,0,0.05548,0.00191,0.01687,0.00113,0.00013,0.34581,0.00238,1.32029,0.07487,0.28593,0.42124,0.37238,2e-05,0.03986,0.16587,0.00011,0.00012,0.10286,0.10734,0.00038,0.57257,0.21627,0.00314,0.00026,0.00647,0.00188,3.761
"03/19/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/22/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/25/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/28/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/31/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/03/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/06/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/09/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/12/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/15/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/18/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/21/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/24/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/27/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/30/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/03/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/06/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/09/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/12/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/15/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/18/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/21/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/24/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/27/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/30/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/02/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/05/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/08/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/11/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/14/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/17/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/20/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/23/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/26/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06/29/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/02/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/05/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/08/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/11/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/14/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/17/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/20/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/23/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/26/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07/29/2020",0.023,7e-05,0.0018,0.0479,0.00514,0.00113,0.00293,0.52278,0.63432,0.04795,0,0.07506,0.00085,0.05832,0.00151,0.00095,0.84049,0.00376,1.54864,0.08884,0.39345,0.64083,0.26603,0.00044,0.0349,0.15949,0,0.00039,0.06572,0.404,0.00083,0.98095,0.37757,0.00351,0.00046,0.00288,0.0011,5.50508
"08/01/2020",0.01096,0.00054,0.00059,0.0291,0.00066,0.00025,0.00285,0.36527,0.47086,0.05487,0,0.02801,0.00198,0.00597,0.00063,3e-05,0.11008,0.00325,1.02854,0.03901,0.30024,0.35381,0.17502,7e-04,0.01441,0.16046,NA,0.00038,0.02818,0.06662,NA,0.4979,0.18202,0.00168,8e-05,0.00268,0.00115,2.74647
"08/04/2020",0.0194,0,0.00195,0.02431,0.00136,0.00024,0.00192,0.43917,0.48663,0.06651,0,0.04751,0.00016,0.00769,7e-04,0.00036,0.25895,0.00274,1.28023,0.05546,0.39355,0.42411,0.29314,0.00063,0.02161,0.11397,NA,0.00026,0.04663,0.11296,0.00031,0.84557,0.30081,0.00212,0.00032,0.00262,0.00121,3.98289
"08/07/2020",0.00554,0,0.00091,0.02906,0.00222,8e-05,0.0027,0.25271,0.36963,0.02814,0,0.03523,0.00109,0.04789,0.00059,6e-05,0.56793,0.00316,0.8274,0.0249,0.17963,0.27361,0.2042,1e-05,0.02366,0.14506,NA,4e-05,0.01726,0.34021,0.00027,1.20366,0.4557,0.00241,0.00013,0.00344,0.0011,4.1489
"08/10/2020",0.01446,0,0.00244,0.0307,0.00323,0.00042,0.00282,0.43953,0.4882,0.06463,0,0.06317,0.00051,0.0359,0.00409,0.00017,0.5305,0.01042,1.27283,0.07532,0.36062,0.45764,0.26595,0.00107,0.0438,0.1133,4e-05,0,0.04301,0.24106,5e-04,0.63383,0.25212,0.0024,0.00024,0.00686,0.00096,4.15107
"08/13/2020",0.01475,0,0.00253,0.0238,0.0025,0.00019,0.00197,0.36004,0.40446,0.04158,0,0.03483,0.00089,0.01873,0.00098,1e-04,0.50158,0.00324,1.78033,0.08686,0.39449,0.72243,0.49055,2e-05,0.02643,0.086,NA,8e-05,0.03363,0.21136,3e-05,0.75318,0.29995,0.00199,6e-05,0.00323,0.00025,5.5357
"08/16/2020",0.04301,0.00129,0.00394,0.04807,0.00327,0.00038,0.00361,0.65829,0.69746,0.07141,0,0.08247,0.00445,0.00721,0.00229,2e-05,0.35392,0.01077,2.80884,0.21192,0.80705,0.97382,0.70547,0.00035,0.04184,0.11058,0.00011,0.00073,0.11023,0.17081,0.00053,0.97927,0.37785,0.00413,0.00027,0.01436,0.00113,8.67898
"08/19/2020",0.02438,0,0.0019,0.03578,0.00161,0.00076,0.00418,0.46486,0.48448,0.0547,0,0.08322,0.00136,0.01862,0.00514,0.00038,0.34718,0.00351,1.01115,0.04911,0.31887,0.38147,0.18738,8e-04,0.02014,0.07432,NA,3e-04,0.08139,0.11166,0.00013,0.49488,0.18624,0.00311,0.00024,0.0043,0.00084,3.69507
"08/22/2020",0.00875,0,0.00144,0.01722,0.0805,0,0.00051,0.15803,0.25911,0.03127,0,0.01154,NA,0.02695,0.00012,0,0.31635,0,0.80206,0.03448,0.16637,0.2911,0.17776,1e-05,0.02092,0.13235,NA,6e-05,0.00434,0.26982,4e-04,0.63931,0.25227,0.00076,0,0.0013,0.00056,3.2516
"08/25/2020",0.01648,2e-05,0.00224,0.02875,0.00357,0.00046,0.00292,0.36636,0.42952,0.0455,0,0.05234,0.00042,0.02748,0.00646,0.00042,0.44116,0.01314,1.30203,0.07668,0.32393,0.47217,0.32059,2e-05,0.02452,0.10866,NA,NA,0.03757,0.20367,0.00024,0.75376,0.31341,0.00216,0.00019,0.00302,0.00198,4.54362
"08/28/2020",0.01323,0,0.00067,0.01768,0.00149,0.00051,0.00133,0.20057,0.29521,0.02828,0,0.03129,0.00039,0.00293,0.00078,0.00024,0.21151,0.00491,0.86469,0.02374,0.19097,0.35961,0.16745,1e-05,0.01377,0.12292,9e-05,2e-04,0.02909,0.07965,0.00013,0.37618,0.15837,0.00183,9e-05,0.00256,0.00189,2.74838
"08/31/2020",0.00654,0,0.0012,0.02003,0.00162,0.00036,0.00269,0.32441,0.38068,0.02923,0,0.03291,0.00015,0.01764,0.00133,2e-04,0.43014,0.00321,0.78543,0.03093,0.25842,0.24447,0.16611,1e-05,0.01383,0.0855,8e-05,2e-04,0.01747,0.17098,0.00023,0.6394,0.27187,0.00141,1e-04,0.00169,NA,3.00769
"09/03/2020",0.01603,0,0.00124,0.02643,0.00277,0.00209,0.00296,0.46286,0.50771,0.07216,0,0.06526,0.00113,0.01145,0.00156,0.00215,0.27685,0.00545,1.05306,0.06937,0.30021,0.37943,0.18704,0,0.01748,0.11701,NA,0,0.04699,0.12305,0.00017,0.46118,0.20166,0.00321,0.00031,0.00475,0.00079,3.61737
"09/06/2020",0.02295,0,0.00375,0.01579,0.00273,6e-05,0.00599,0.68755,0.82762,0.08061,0,0.04299,0.00157,0.02139,0.00087,8e-05,0.55345,0.00403,2.47795,0.21558,0.62533,0.91168,0.50468,0.00076,0.09231,0.22068,NA,9e-05,0.0504,0.08948,0.00459,0.75982,0.31214,0.00322,5e-05,0.00513,0.00123,7.18124
"09/09/2020",0.06624,0,0.00581,0.05667,0.01952,0.00045,0.00379,2.03923,3.34796,0.13484,0,0.10487,0.00275,0.00485,0.00291,0.00024,0.73442,0.00882,11.1389,0.746,3.25741,3.8908,1.80113,0.00369,0.59761,1.44357,0.00047,7e-05,0.16401,0.03506,0.00091,0.77402,0.28342,0.00693,0,0.03036,0.00089,26.93571
"09/12/2020",NA,NA,NA,NA,NA,NA,NA,21.9979,21.68798,0.30994,0,NA,NA,NA,NA,NA,4.06994,0.01078,35.7953,4.2554,15.18081,13.291,3.06812,NA,NA,0,NA,NA,NA,NA,NA,3.1393,NA,NA,NA,NA,NA,NA
"09/15/2020",NA,NA,NA,NA,NA,NA,NA,28.2553,27.91927,0.33598,0,NA,NA,NA,NA,NA,7.40246,0.01087,43.0559,3.73436,17.74516,18.20427,3.37207,NA,NA,0,NA,NA,NA,NA,NA,3.40845,NA,NA,NA,NA,NA,NA
"09/18/2020",0.03678,1e-04,0.00623,0.03676,0.03003,0.00095,0.00839,1.57497,4.28137,0.14118,0,0.09493,0.00211,0.007,0.00282,0.00047,2.81321,0.00646,15.7763,1.13219,3.95503,5.46431,2.37721,0.00198,0.17418,2.84758,0.00017,0.00015,0.06861,0.04426,0.00041,1.25682,0.42681,0.0048,7e-05,0.0161,0.00093,40.03326
"09/21/2020",0.01481,0.00103,0.00236,0.04113,0.0022,0.00176,0.00495,0.78469,0.69678,0.08791,0,0.1098,0.01434,0.00431,0.00563,0.00123,0.60428,0.00968,1.91918,0.10213,0.67069,0.67106,0.4753,0.00074,0.03438,0,0.00012,5e-04,0.05005,0.07511,0.00015,0.51598,0.19908,0.00475,0,0.01529,0.00087,5.65518
"09/24/2020",0.03009,0.00028,0.00061,0.03413,0.82732,0.00039,0.00867,0.20953,0.20296,0.02603,0,0.03966,0.00091,0.08243,0.00095,0.00021,0.24234,3e-04,0.62209,0.0684,0.14486,0.23208,0.15729,2e-05,0.03317,0.01946,NA,1e-05,0.00815,0.64298,9e-04,0.40791,0.14204,0.00177,0,0.00503,0.00062,3.99142
"09/27/2020",0.00658,0.00029,0.00124,0.02315,0.00775,0.00015,0.00164,0.33839,0.33505,0.05154,0,0.02371,0.00057,0.02725,0.00037,1e-04,0.48465,0.00388,1.04763,0.0711,0.24108,0.42699,0.26026,0.00105,0.02554,0.0482,NA,0.00014,0.01175,0.20391,0.00032,0.39286,0.15589,0.00165,3e-05,0.00239,0.00116,3.41062
"09/30/2020",0.0321,0.00117,0.0055,0.05729,0.00669,0.00153,0.01469,1.39826,1.33288,0.06538,0,0.20038,0.00556,0.00467,0.00866,0.00091,1.17241,0.01028,3.90736,0.4845,1.10271,1.36112,0.95903,0.00343,0.0464,0,1e-04,0.00071,0.08161,0.07745,0.00065,0.63224,0.25297,0.0074,0,0.01992,0.00377,10.50157
"10/03/2020",0.01487,0.00071,0.00484,0.0265,0.0081,0.00066,0.00323,1.03208,1.23015,0.08586,0,0.06346,0.00385,0.00478,0.00204,0.00018,2.2045,0.00637,3.08849,0.2221,0.84289,1.14184,0.59773,0.00068,0.05441,0.28393,0,0.00027,0.02461,0.04312,0.00042,0.96308,0.35295,0.0044,5e-05,0.01556,0,11.34302
"10/06/2020",0.02326,0.00036,0.00303,0.02055,0.00287,9e-04,0.00285,0.77547,0.89341,0.05243,0,0.05788,0.00121,0.00423,0.00265,0.00089,1.74366,0.00676,2.26692,0.18534,0.58626,0.86379,0.46116,0.00131,0.04299,0.17037,1e-05,9e-05,0.04714,0.07172,5e-04,1.32702,0.48185,0.00284,0,0.00866,0.00039,7.75006
"10/09/2020",0.01645,0.00061,0.00114,0.04945,0.00292,0.00034,0.00176,0.4132,0.42882,0.04792,0,0.05067,0.00227,0.00683,0.00144,0.00018,0.37426,0.00373,1.05813,0.04334,0.27648,0.42369,0.25108,0.00048,0.02961,0.06354,7e-05,0.00034,0.04571,0.08854,0.00031,0.45308,0.16372,0.00264,0,0.01073,0.00034,3.72119
"10/12/2020",0.17989,0,0.00121,0.01903,0.5527,1e-04,0.00911,0.14742,0.13573,0.01169,0,0.0324,0.0014,0.05585,0.00068,3e-05,0.2245,0.00127,0.68217,0.03221,0.14574,0.27295,0.23127,2e-04,0.02747,0,NA,0.00022,0.00692,0.41912,0.00045,0.24841,0.07726,0.00135,0,0.00975,NA,3.33348
"10/15/2020",0.01079,0.00041,0.0028,0.02228,0.0068,0.00034,0.00439,0.5932,0.59605,0.02304,0,0.06982,0.00099,0.01855,0.00566,0.00027,0.68749,0.00239,1.85913,0.16223,0.4486,0.88033,0.34208,0.00134,0.0451,0.02589,0.00014,NA,0.02621,0.18818,0.00031,0.31871,0.12417,0.00362,7e-05,0.00604,0.00154,5.02604
"10/18/2020",0.00239,0,0.00069,0.01493,0.17067,1e-04,0.00824,0.26305,0.23597,0.02708,0,0.01744,0.00101,0.02247,0.00031,3e-05,0.20663,NA,0.76075,0.01124,0.17528,0.36509,0.20914,0.00067,0.02163,0,2e-05,NA,0.00782,0.22076,0.00041,0.22884,0.08413,0.00081,1e-05,0.00185,0.00113,2.22919
"10/21/2020",NA,NA,NA,NA,NA,NA,NA,0.65539,0.60695,0.04844,0,NA,NA,NA,NA,NA,0.56267,0.00692,2.43489,0.16888,0.528,1.1096,0.62841,NA,NA,0,NA,NA,NA,NA,NA,0.22209,NA,NA,NA,NA,NA,NA
"10/24/2020",0.00936,0.00016,0.00144,0.02012,0.08021,0.00027,0.0033,0.27336,0.42603,0.0269,0,0.01397,7e-05,0.02256,0.00042,6e-05,0.17218,0.00897,1.7225,0.0444,0.34245,0.66787,0.48821,6e-04,0.05912,0.17957,NA,2e-05,0.019,0.14429,0.00012,0.34304,0.12959,0.00097,5e-05,0.00399,0.00042,4.54218
"10/27/2020",0.02327,0.00176,0.00295,0.02793,0.00491,0.00082,0.00488,0.97686,0.87472,0.10214,0,0.1098,0.00261,0.01111,0.00288,0.00036,0.84216,0.00607,2.87699,0.16817,0.76483,1.22658,0.71741,0.0015,0.07241,0,0.00011,0.00012,0.05432,0.06035,7e-04,0.39591,0.16354,0.00548,0.00044,0.01375,0.00157,7.74732
"10/30/2020",0.01081,0.00058,0.00264,0.04738,0.94354,0.00031,0.00633,0.14684,0.15281,0.01404,0,0.02751,0.00128,0.07431,0.00094,6e-05,0.31421,NA,0.82169,0.05714,0.1597,0.36635,0.21849,0.00019,0.049,0.02001,NA,0.00051,0.02695,0.72543,0.00073,0.56474,0.18778,0.00158,0,0.00367,NA,5.06321
"11/02/2020",0.03807,0.00343,0.00475,0.03632,0.00742,0.00065,0.00613,1.24508,1.13185,0.11323,0,0.09794,0.0052,0.02907,0.00289,0.00063,0.84727,0.00614,4.18724,0.3174,1.23092,1.68635,0.95257,0.00381,0.13878,0,6e-05,0.00014,0.08599,0.12213,0.00159,0.43811,0.17557,0.00517,1e-04,0.01846,0.00111,10.61583
"11/05/2020",0.00532,0.00022,0.00158,0.03987,0.90027,0.00065,0.01015,0.2672,0.28574,0.01482,0,0.0477,0.00133,0.05307,0.00119,0.00076,0.21925,0.00058,0.83162,0.0507,0.17319,0.32256,0.25181,7e-04,0.04032,0.03336,0.00021,NA,0.02129,0.62824,0.00082,0.27721,0.08517,0.00247,0,0.00785,0.00038,4.26621
"11/08/2020",0.01385,8e-05,0.00133,0.01,0.03267,5e-05,0.00129,0.38648,0.6134,0.05342,0,0.01933,0.00108,0.01255,0.00025,8e-05,0.15002,0.00728,1.29208,0.05355,0.28136,0.47358,0.20325,0.00048,0.04523,0.28034,2e-05,1e-04,0.03221,0.0682,0.00015,0.33256,0.12084,0.00144,6e-05,0.00361,0.00063,3.56802
"11/11/2020",0.01075,4e-04,0.0056,0.00875,0.00359,0.00024,0.02094,0.60404,0.69756,0.06306,0,0.04206,0.00127,0.00136,0.004,0.00014,1.76935,0.01786,1.24518,0.08943,0.2587,0.52829,0.21218,0.00011,0.02934,0.15658,2e-05,7e-05,0.01909,0.00978,7e-05,0.37523,0.14018,0.00274,0.00013,0.00733,0.00091,4.95524
"11/14/2020",0.00159,0.00032,0.00144,0.0199,0.46725,0.00012,0.00112,0.1463,0.17505,NA,0,0.01646,0.00288,0.03567,0.00034,3e-05,0.15627,0.02518,0.68905,0.01779,0.12861,0.23318,0.28542,0.00011,0.02851,0.02405,7e-05,1e-04,0.00573,0.37466,0.00023,0.2499,0.08349,0.00076,0,0.00325,0.00111,2.93696
"11/17/2020",0.00544,0.00042,0.00166,0.02177,0.04517,0.00063,0.00869,0.53685,0.51291,0.03514,0,0.04013,0.00141,0.01225,0.00413,8e-05,0.18828,0.02025,1.16026,0.04538,0.31175,0.45455,0.33738,0.00136,0.03014,0.0112,5e-05,0.00017,0.02154,0.13596,9e-05,0.17828,0.0682,0.0013,5e-05,0.00766,0.00057,3.2602
