"Date","Aluminum","Arsenic","Bromine","Calcium","Chlorine","Chromium","Copper","Elemental Carbon","Elemental carbon I","Elemental carbon II","Elemental carbon III","Iron","Lead","Magnesium","Manganese","Nickel","Nitrate","Nitrite","Organic carbon","Organic carbon I","Organic carbon II","Organic carbon III","Organic carbon IV","Phosphorus","Potassium","Pyrolyzed organic carbon","Rubidium","Selenium","Silicon","Sodium","Strontium","Sulfate","Sulfur","Titanium","Vanadium","Zinc","Zirconium","PM25"
"07/29/2019",0.01278,9e-05,0.00214,0.03241,0.00613,0.00097,0.00257,0.47638,0.49812,0.03912,0,0.07191,0.00137,0.0394,0.00343,0.00126,0.46168,0.00606,1.06982,0.04877,0.34532,0.39577,0.2191,1e-05,0.02283,0.06086,4e-05,NA,0.03437,0.2323,0.00028,0.74653,0.28852,0.00298,0.00121,0.00625,0.00082,4.28708
"08/01/2019",0.02048,0,0.00054,0.03376,0.00176,0.00249,0.00324,0.25038,0.28453,0.03009,0,0.08381,0.00113,0.00319,0.00455,0.00092,0.11151,0.00525,0.66189,NA,0.1661,0.28964,0.14727,0.00115,0.02623,0.06424,1e-05,0.00025,0.06477,0.07525,0.00023,0.49304,0.19817,0.00308,9e-05,0.00288,0.00048,2.57576
"08/04/2019",0.02482,0,0.00323,0.01599,0.00436,1e-04,0.00236,0.55584,0.79693,0.06394,0,0.03029,9e-04,0.01462,0.00043,0.0013,0.32768,0.00628,2.83562,0.29453,0.70173,0.90193,0.6324,0.00273,0.04561,0.30503,NA,0.00015,0.02363,0.12154,0.00101,1.06293,0.41231,0.00243,0.00271,0.00269,0.00092,8.33373
"08/07/2019",0.02027,0,0.00361,0.03533,0.00134,0.00058,0.00273,0.35246,0.49191,0.02303,0,0.05336,0.00241,0.01942,0.00114,1e-04,0.42874,0.00443,1.28416,0.10025,0.34408,0.42787,0.24948,0.00266,0.03327,0.16248,NA,0.00054,0.04626,0.11468,0.00027,1.31235,0.44126,0.00322,0.00018,0.00896,0.00073,5.478
"08/10/2019",0.01235,0,0.00181,0.02536,0.00197,0.00046,0.00251,0.59033,0.73058,0.05633,0,0.0507,0.00098,0.00987,0.00326,0.00243,0.39135,0.00399,1.59865,0.0828,0.49383,0.52473,0.30071,0,0.02943,0.19658,0.00023,7e-05,0.02908,0.08614,0.00051,0.83029,0.30163,0.00275,0.00549,0.00392,0.00097,4.714
"08/13/2019",0.02579,0,0.00179,0.02421,0.00233,0.00048,0.00405,0.58584,0.63503,0.0862,0,0.06861,NA,NA,0.00175,0.00085,0.23869,0.00601,1.39046,0.1166,0.39982,0.49705,0.2416,0.00191,0.03117,0.13539,5e-05,0.00016,0.04236,0.06903,0.00032,0.74582,0.27934,0.0054,0.00082,0.00389,0.00104,4.34498
"08/16/2019",0.01565,0,0.0036,0.03164,0.01747,3e-04,0.00136,0.26713,0.32694,0.05346,0,0.0366,0.00075,0.03895,0.00092,0.00042,0.44872,0.00623,1.21141,0.04472,0.27741,0.48996,0.28605,0.00016,0.04201,0.11327,NA,7e-05,0.03072,0.4601,0.00046,0.92382,0.34897,0.00233,9e-05,0.00402,0.00055,5.03875
"08/19/2019",0.01388,0,0.00122,0.02185,0.00206,4e-04,0.0027,0.3293,0.41951,0.04725,0,0.04456,0.00038,0.01348,0.00167,0.00055,0.24611,0.01921,0.79895,0.03172,0.23083,0.24401,0.15493,0.00039,0.01902,0.13746,NA,NA,0.03846,0.09864,0.00035,0.95697,0.35233,0.00261,9e-05,0.00311,6e-05,3.36072
"08/22/2019",0.02714,4e-05,0.00276,0.06207,0.05785,0.00086,0.00296,0.43901,0.55264,0.02098,0,0.08404,0.00238,0.0479,0.00328,0.00046,0.81653,0.02471,1.23305,0.06858,0.35068,0.45916,0.22002,0.00184,0.03354,0.13461,0.00015,0.00057,0.04664,0.4455,0.00059,0.67067,0.23839,0.00415,6e-05,0.00675,0.00082,4.99549
"08/25/2019",0.00802,0,0.00222,0.02186,0.01692,0.00017,0.00143,0.18461,0.2687,0.01459,0,0.02124,0.00102,0.04523,0.00032,0.00072,0.61565,0.00777,0.85792,0.02144,0.19895,0.30618,0.23267,0,0.0281,0.09868,0.00028,3e-04,0.01205,0.49367,0.00044,0.99312,0.39557,0.00106,0.0016,0.00198,0.00051,4.91647
"08/28/2019",0.04566,0,0.00299,0.02986,0.00364,0.00054,0.00339,0.7458,0.71765,0.10167,0,0.06917,0,0.01516,0.00159,0.00071,0.27785,0.01542,2.02807,0.19971,0.5704,0.81838,0.36606,0.00236,0.02473,0.07352,0,0.00031,0.06498,0.1018,0.00057,0.63162,0.23016,0.00401,0.00042,0.01002,0.00098,5.94694
"08/31/2019",0.01796,3e-04,0.00298,0.03898,0.00357,3e-04,0.0031,0.58547,0.56325,0.0508,0,0.06227,0.00293,0.03688,0.00078,0.00083,0.6034,0.00549,1.31145,0.10208,0.43085,0.49146,0.25848,0.00269,0.03638,0.02858,0.00014,0.00138,0.0367,0.34634,0.00064,1.00487,0.36635,0.00287,0.00087,0.00414,NA,5.0121
"09/03/2019",0.02677,0.00035,0.00297,0.05585,0.00476,0.00249,0.00749,0.94686,0.881,0.06586,0,0.18308,0.00334,0.02195,0.02152,0.00369,0.69449,0.0052,1.91477,0.15775,0.66589,0.63559,0.45554,0.00322,0.0315,0,3e-04,0.00057,0.06549,0.19125,0.00055,0.98812,0.37056,0.00512,0.0012,0.0082,0.00163,6.26113
"09/06/2019",0.02861,0,0.00258,0.03038,0.00212,0.00043,0.00401,0.58791,0.71363,0.04449,0,0.07167,0.00246,NA,0.00139,0.00114,0.4747,0.00616,1.60499,0.11243,0.5487,0.50792,0.26573,0.00262,0.03334,0.17021,0.00017,0.00093,0.05269,0.19333,0.00022,1.09092,0.4069,0.00376,0.0018,0.00533,NA,5.76454
"09/09/2019",0.00458,0,0.00044,0.01507,0.00167,0.00439,0.00252,0.27305,0.26533,0.0772,0,0.11418,0.00061,0.00281,0.01125,0.00167,0.21888,0.00576,0.62789,0.03056,0.1917,0.22708,0.10907,7e-04,0.01419,0.06948,NA,NA,0.01196,0.04297,0.00029,0.32815,0.122,0.00187,0,0.00617,NA,2.07304
"09/12/2019",0.0133,0.00022,0.00096,0.02287,0.00145,0.00044,0.00642,0.40236,0.41141,0.08568,0,0.05392,0.00468,0.007,0.00129,0.00015,0.16037,0.00348,1.01249,0.06029,0.24877,0.37697,0.23173,1e-05,0.02301,0.09473,8e-05,0.00031,0.03979,0.09219,0.00036,0.56047,0.19898,0.00269,2e-05,0.00408,0.00051,2.95606
"09/15/2019",0.00381,0,0.00062,0.01483,0.00254,0.00011,0.00118,0.15928,0.19928,0.03972,0,0.01874,0.00117,0.01944,0.00072,0.00068,0.20666,0.00321,0.52914,NA,0.14082,0.19812,0.11714,1e-05,0.01711,0.07972,2e-04,NA,0.01019,0.10802,1e-04,0.44708,0.1705,0.00113,2e-05,0.00229,NA,2.01206
"09/18/2019",0.01219,0.00023,8e-04,0.01791,0.00226,0.00091,0.0161,0.46909,0.42375,0.04534,0,0.22203,0.00204,0.00599,0.00572,0.0014,0.47535,0.00194,0.85418,0.04292,0.24715,0.38631,0.1778,1e-05,0.01862,0,0.00043,0.00021,0.01809,0.07358,0.00049,0.41099,0.16084,0.00199,0.00019,0.00345,0.00079,2.89786
"09/21/2019",0.0077,0,0.00108,0.01649,0.00081,0.00043,0.00183,0.33445,0.49167,0.05238,0,0.031,0.0018,NA,0.00061,0.00014,0.2448,0.00258,1.00243,0.03107,0.24642,0.31399,0.20135,2e-05,0.03144,0.2096,NA,0.00011,0.01956,0.11253,0.00047,0.76954,0.27693,0.0037,1e-04,0.00432,0.00037,3.22183
"09/24/2019",0.00713,0,0.0014,0.03176,0.37041,0.00037,0.00425,0.32993,0.36275,0.04665,0,0.04785,0.00108,0.06018,0.00394,0.00052,0.62711,0.01447,0.80038,0.01929,0.2161,0.2952,0.19032,2e-05,0.03496,0.07947,NA,8e-05,0.01099,0.49177,0.00104,0.70828,0.27106,0.00234,0.00065,0.00411,0.00106,4.38792
"09/27/2019",0.01086,0,0.00182,0.02551,0.52148,0.00014,0.00152,0.11894,0.13485,0.03483,0,0.04206,0.00294,0.07008,7e-04,0.00023,0.2693,0.01914,0.49307,0.01545,0.12829,0.17765,0.12094,1e-05,0.02454,0.05074,NA,5e-05,0.00836,0.41418,0.00055,0.37789,0.14139,0.00238,9e-05,0.00283,0.00011,2.91853
"09/30/2019",0.00315,0,1e-04,0.00837,0.00078,7e-05,0.00234,0.29344,0.29988,0.13214,0,0.03272,0.00052,0.00314,0.00071,9e-05,0.06457,0.0047,0.69149,0.02656,0.13733,0.25965,0.12937,0.00034,0.01334,0.13858,NA,8e-05,0.0181,0.01177,NA,0.14337,0.05645,0.0018,4e-05,0.00291,0.00045,1.65928
"10/03/2019",0.00748,0,0.00131,0.02071,0.01321,9e-04,0.00628,0.54067,0.50244,0.03924,0,0.05899,0.00129,0.012,0.00154,0.00046,0.23019,NA,1.2293,0.06688,0.31325,0.53174,0.31642,0.00226,0.03143,0.00101,NA,2e-05,0.02859,0.15394,0.00045,0.33877,0.13492,0.00398,0.00017,0.0068,0.00238,3.33881
"10/06/2019",0.0145,8e-05,0.00173,0.00981,0.00192,0.00014,0.00305,0.54419,0.69056,0.12652,0,0.03677,0.00135,0.00309,5e-04,3e-04,0.35329,NA,1.58707,0.08729,0.33021,0.59926,0.29742,0.00158,0.03744,0.27289,0.00012,7e-05,0.01753,0.07883,NA,0.40712,0.16323,0.00214,0.00042,0.00453,0.0027,4.01512
"10/09/2019",0.01521,6e-05,0.00085,0.0119,0.00185,0.00028,0.00241,0.35239,0.49268,0.06841,0,0.03461,0.00087,0.00288,0.00065,0.00026,0.36346,0.00046,1.2002,0.04688,0.23476,0.45919,0.25067,0.001,0.03088,0.2087,NA,3e-05,0.01802,0.04105,0.00014,0.21859,0.08577,0.00206,7e-05,0.00459,0.00075,2.65018
"10/12/2019",0.04623,0.00041,0.00209,0.03351,0.00521,0.00082,0.00728,1.21113,1.06194,0.14833,0.00086,0.11715,0.00335,0.00305,0.00552,0.00058,0.73832,0.00341,3.42449,0.30953,0.8947,1.41534,0.80492,0.00157,0.07004,0,1e-05,0.00037,0.06387,0.05821,0.00051,0.5337,0.19034,0.00669,1e-04,0.01079,0.00325,8.9763
"10/15/2019",0.02757,0.00115,0.00408,0.03874,0.00613,0.00087,0.00531,1.15937,1.08717,0.0722,0,0.12385,0.00285,0.00981,0.00363,0.00065,1.13158,0.00297,3.50163,0.29162,0.88819,1.51359,0.80823,0.00423,0.08271,0,NA,0.00086,0.07754,0.09361,0.00056,0.86505,0.33059,0.00614,0.00014,0.0157,0.00189,10.32561
"10/18/2019",0.00738,0,0.00148,0.03032,0.60076,0.00032,0.0044,0.46593,0.3883,0.07763,0,0.04675,0.00108,0.03447,0.00075,0.00024,0.24546,NA,0.9135,0.05381,0.22625,0.36353,0.26991,1e-05,0.039,0,2e-05,0.00012,0.01324,0.44656,0.00066,0.27051,0.09246,0.00157,0,0.00349,0.00033,3.90444
"10/21/2019",0.00421,0,0.00308,0.0543,1.28306,0.00014,0.00185,0.21892,0.17623,0.07026,0,0.0534,0.00031,0.05237,0.0059,0.00022,0.35507,NA,0.72253,0.02283,0.16687,0.24624,0.25902,1e-05,0.0536,0.02757,NA,0.00033,0.00987,0.79988,0.00087,0.58975,0.17454,0.00148,0.00027,0.097,0.00169,5.9949
"10/24/2019",0.0287,4e-04,0.00171,0.04267,0.0073,0.00226,0.01456,1.28128,1.21248,0.0688,0,0.17217,0.00248,0.01743,0.00358,0.00146,1.87272,0.00423,3.17654,0.32,1.05157,1.0275,0.77747,0.00367,0.03965,0,NA,0.00065,0.0575,0.08782,0.00084,0.65999,0.13491,0.00993,5e-05,0.01563,0.00264,6.3289
"10/27/2019",0.0121,0,0.00124,0.00752,0.00227,9e-05,0.00191,0.51129,0.53123,0.11611,0,0.02494,0.00094,0.00383,0.00031,6e-05,0.28198,0.00057,1.65629,0.05702,0.32567,0.70822,0.42933,0.0013,0.04371,0.13605,4e-05,0.00012,0.01272,0.03784,0.00031,0.18386,0.08575,0.00168,4e-05,0.0037,0.00129,3.43521
"10/30/2019",0.0299,0,0.00109,0.022,0.00329,0.00056,0.00392,0.71088,0.78932,0.11199,0,0.06533,0.00016,NA,0.00157,0.00037,0.69408,0.00618,1.6823,0.09622,0.40572,0.70215,0.28778,2e-05,0.03975,0.19043,NA,1e-04,0.04738,0.02703,3e-04,0.27635,0.11671,0.00405,4e-05,0.00579,0.00128,4.6154
"11/02/2019",0.05073,0.00096,0.00193,0.01983,0.00784,0.00099,0.01338,1.05679,0.98135,0.07544,0,0.08675,0.00207,NA,0.00223,0.00087,2.15363,0.01072,3.82263,0.34398,0.96914,1.58758,0.92193,0.00082,0.0818,0,NA,0.00027,0.049,0.05018,8e-04,0.52037,0.14282,0.00457,0.00027,0.01103,0.00434,9.47317
"11/05/2019",0.0161,0,0.00111,0.01267,0.00365,0.00099,0.00926,0.77707,0.82961,0.09326,0,0.04942,0.00226,0.00543,0.00227,0.00115,1.83101,0.00185,1.88276,0.09608,0.44421,0.71108,0.48559,0.00016,0.02927,0.1458,3e-05,2e-05,0.0189,0.01354,0.00043,0.49482,0.10867,0.00261,4e-05,0.00917,0.00117,5.48323
"11/08/2019",0.03196,0.00107,0.00286,0.03496,0.00868,0.00123,0.00857,1.2937,1.20544,0.08826,0,0.14269,0.00412,0.01441,0.00311,0.00121,1.01043,0.00771,3.66842,0.26973,1.08716,1.30611,1.00542,9e-04,0.06955,0,2e-05,0.00025,0.07964,0.10222,0.00076,0.56219,0.17718,0.00772,0,0.01552,0.00098,8.62045
"11/11/2019",0.02513,0.00037,0.00107,0.03245,0.00361,0.00095,0.00881,1.12657,1.00369,0.12288,0,0.10896,0.00129,0.00657,0.00528,0.00145,1.67244,0.00054,2.32443,0.16916,0.79204,0.91042,0.45281,0.00058,0.03424,0,0.00017,0.00019,0.0362,0.03246,0.00012,0.45938,0.12716,0.00591,0,0.0122,0.00185,5.48801
"11/14/2019",0.02575,0.00069,0.00303,0.0595,0.00499,0.00279,0.00973,1.17573,1.13122,0.04451,0,0.16399,0.00448,NA,0.00641,0.00216,2.30779,0.03677,2.76307,0.26655,0.69019,1.0699,0.73643,1e-05,0.03666,0,NA,0.00051,0.07123,0.05654,0.00078,1.00738,0.18574,0.00628,0,0.01038,0.0013,6.53066
"11/17/2019",0.00786,8e-05,0.00194,0.03375,0.00529,0.00024,0.00488,0.53429,0.51349,0.09992,0,0.0261,0.00162,0.01585,0.00026,1e-04,0.51081,0.0104,1.75561,0.08725,0.45723,0.66873,0.46328,0.00055,0.03908,0.07912,NA,7e-05,0.01535,0.1076,0.00034,0.35753,0.12061,0.00153,0,0.00532,NA,4.30626
"11/20/2019",0.01427,0,0.00095,0.01322,0.00342,0.00027,0.00363,0.63734,0.60971,0.11187,0.00083,0.05518,0.00042,0.00858,0.0012,0.00024,0.85401,0.00747,1.59507,0.07075,0.30783,0.5349,0.59652,0.00065,0.03549,0.08507,3e-05,0.00012,0.02392,0.04157,0.00024,0.33445,0.09468,0.00334,3e-05,0.00519,0.00125,3.89719
"11/23/2019",0.01551,0.00083,0.00364,0.03584,0.0136,0.00132,0.0129,1.08999,1.00572,0.08427,0,0.08013,0.00253,0.01824,0.00234,0.00216,1.08675,0.004,3.25997,0.28954,0.82162,1.29696,0.85185,0.00112,0.05686,0,2e-04,0.00037,0.03173,0.12545,0.00046,0.88776,0.23514,0.00357,0.00048,0.01481,0.00109,8.4353
"11/26/2019",0.00452,0,0.00089,0.00985,0.00511,0.00019,0.00197,0.25232,0.27392,0.02467,0,0.02626,0.00059,0.01061,0.00058,6e-05,0.24149,0.00427,0.69145,0.02134,0.13966,0.28696,0.19722,0.00043,0.02056,0.04627,NA,7e-05,0.01088,0.07918,9e-05,0.15421,0.05646,0.00135,0,0.00321,0.00038,2.13798
"11/29/2019",0.01435,0,0.00138,0.01117,0.00474,0.00018,0.0037,0.71975,0.9452,0.10232,0,0.03809,0.00087,0.00594,0.00042,0.00011,0.52622,0.00895,2.41469,0.23604,0.56592,0.83867,0.44629,2e-05,0.05599,0.32777,NA,0.00013,0.02577,0.04609,0.00015,0.42841,0.15375,0.00264,0.00011,0.00615,0.00079,6.12481
"12/02/2019",0.02539,0.00092,0.00261,0.04663,0.0092,0.00311,0.01052,1.35399,1.16708,0.18495,0.00196,0.19372,0.00416,NA,0.01051,0.0022,1.48714,0.00784,3.34497,0.38593,0.85333,1.22112,0.88459,0.00202,0.06034,0,NA,0.00035,0.06376,0.07539,0.00094,0.55048,0.1989,0.00731,0,0.01991,0.00064,9.07146
"12/05/2019",0.10788,0.00057,0.00112,0.22919,0.04409,0.00274,0.02392,0.95213,0.92568,0.02645,0,0.35197,0.00129,0.02936,0.00983,0.00207,4.9103,0.00185,1.76304,0.22556,0.4942,0.61176,0.43152,0.00383,0.0547,0,NA,0.00016,0.34689,0.14552,0.00158,0.68482,0.21146,0.02132,0.00111,0.02218,0.00523,11.95258
"12/08/2019",0.01454,8e-05,0.00059,0.02236,0.00534,2e-04,0.0049,0.53743,0.48374,0.05369,0,0.07321,0.00023,NA,0.0011,0.00094,2.38255,0.00286,1.43386,0.12746,0.35072,0.54355,0.41213,0.00217,0.02628,0,NA,6e-05,0.03923,0.01556,8e-05,0.31062,0.08419,0.00399,0.00029,0.00344,0.00157,5.72672
"12/11/2019",0.00699,0.00018,0.00145,0.01806,0.00552,0.00044,0.00748,0.76219,0.7134,0.04879,0,0.05858,0.00218,0.00291,0.00145,0.00022,0.69009,0.0031,1.92296,0.13781,0.48274,0.70194,0.60047,8e-04,0.04567,0,NA,3e-05,0.02362,0.0204,0.00028,0.18387,0.07163,0.00232,0.00013,0.00913,0.0011,5.13375
"12/14/2019",0.00572,0.00024,0.00173,0.03303,0.00561,0.00026,0.002,0.65673,0.56239,0.11258,0,0.02939,0.00096,0.00797,0.00078,0.00016,0.91917,0.00309,1.64589,0.12619,0.38898,0.65716,0.45532,0.00121,0.03182,0.01824,5e-05,3e-05,0.01211,0.0678,0.00022,0.3184,0.11403,0.00181,0,0.00428,NA,5.11582
"12/17/2019",0.02382,0.0016,0.00262,0.08001,0.01294,0.00174,0.01365,1.2457,1.1705,0.0752,0,0.2075,0.00767,0.00536,0.00545,0.00128,0.64,0.00516,2.42535,0.28292,0.70685,0.88141,0.55417,0.00259,0.04419,0,0,0.00027,0.05913,0.04439,0.00074,0.29348,0.10982,0.00682,0.00052,0.02581,0.00088,6.47215
"12/20/2019",0.00602,4e-04,0.00064,0.03283,0.0065,0.00092,0.00235,0.42882,0.39598,0.03284,0,0.05238,0.00195,0.00634,0.00506,0.00017,0.36439,0.00406,0.90731,0.08385,0.29531,0.31152,0.21663,0.00083,0.01781,0,2e-05,0.00034,0.01671,0.08244,0.00036,0.15034,0.05463,0.00174,0,0.00512,0.00093,2.16954
"12/23/2019",0.01252,0.00032,0.00094,0.01552,0.00403,0.00016,0.00734,0.76628,0.63931,0.16352,0,0.03328,0.00115,0.00431,0.00055,8e-05,1.06857,0.00603,1.19893,0.08484,0.2739,0.43747,0.36617,0.00084,0.02506,0.03655,2e-05,1e-04,0.01118,0.0316,0.00023,0.25175,0.08931,0.00159,1e-04,0.00474,3e-05,4.17285
"12/26/2019",0.01252,0.00131,0.00185,0.02193,0.00771,0.00327,0.01121,1.16855,1.24903,0.05876,0,0.12048,0.00187,0.00687,0.00213,0.00144,1.5287,0.00061,2.83919,0.41935,0.69989,0.92458,0.65613,0.00018,0.05483,0.13924,0.00023,6e-05,0.0242,0.03871,4e-04,0.78772,0.21373,0.00376,0.00019,0.01513,0.00096,8.71162
"12/29/2019",0.00791,0.00141,0.00139,0.0241,0.00416,0.00154,0.0095,0.71602,0.60014,0.13432,0,0.03667,0.00465,0.00803,0.00066,5e-05,0.48289,0.0024,1.9609,0.15819,0.46974,0.71924,0.59529,3e-05,0.04336,0.01844,9e-05,0.00061,0.01982,0.09724,0.00018,0.37109,0.13465,0.00257,1e-05,0.00696,3e-05,4.53667
"01/01/2020",0.00158,0,0.00095,0.01822,0.68798,0.00058,0.00063,0.0602,0.11374,NA,0,0.00493,0.00093,0.0597,0.00024,3e-05,0.06576,0.00292,0.52718,0.01922,0.10058,0.2014,0.15625,5e-05,0.02878,0.04973,NA,0.00034,NA,0.44178,0.00038,0.2134,0.07836,0.00018,1e-05,0.00074,0.00048,2.30119
"01/04/2020",0.00163,0,0.00095,0.01813,0.53153,0.00017,0.00523,0.14051,0.16411,0.01616,0,0.02033,0.00042,0.04479,0.00046,9e-05,0.0985,0.00255,0.55316,0.04941,0.11566,0.20351,0.14482,1e-05,0.02208,0.03976,7e-05,0.00015,0.0025,0.32477,0.00028,0.1815,0.05956,0.00087,9e-05,0.00259,NA,2.39721
"01/07/2020",0.00253,0,0.00027,0.0086,0.02588,0.00027,0.00133,0.24369,0.18306,0.06891,0,0.02761,0.00042,0.00948,0.00088,1e-04,0.04908,0.00257,0.39256,0.01791,0.11672,0.14408,0.10557,0.00064,0.00694,0.00828,NA,1e-05,0.00729,0.04253,2e-05,0.06371,0.02218,0.00122,0,0.00251,4e-04,0.90421
"01/10/2020",0.00486,0,0.00032,0.0111,0.00435,0.00063,0.00519,0.26423,0.26264,0.04,0,0.02984,0.00057,0.00595,0.0026,9e-05,0.18659,0.01321,0.63307,0.03602,0.14217,0.26998,0.14649,0.00035,0.0143,0.03841,NA,NA,0.01315,0.04358,0.00017,0.10323,0.04258,0.0014,3e-05,0.00361,NA,1.63352
"01/13/2020",0.00578,0,0.00175,0.0309,0.11395,0.00077,0.00157,0.27081,0.24799,0.02282,0,0.03081,0.00174,0.03624,0.00145,0.00025,0.55053,0.00237,0.86348,0.08033,0.1658,0.2793,0.33805,1e-05,0.02861,0,NA,0.00029,0.01072,0.27467,0.00015,0.44228,0.15522,0.00177,0,0.00525,0.0011,3.61478
"01/16/2020",0.00823,0,0.00103,0.02793,0.24825,3e-04,0.00656,0.312,0.30275,0.06388,0,0.04564,0.00102,0.03541,0.00252,0.00017,0.27875,0.01619,0.88807,0.05284,0.22384,0.30845,0.24831,1e-05,0.02448,0.05463,NA,4e-05,0.03049,0.28431,0.00056,0.20634,0.07851,0.00322,0,0.00465,0.00058,2.95152
"01/19/2020",0.00518,0,0.00077,0.00819,0.00172,0.00028,0.00269,0.3898,0.43437,0.09649,0,0.03987,0.00164,0.0044,0.00068,9e-05,0.24347,0.02984,1.04214,0.0457,0.30399,0.3456,0.20579,0.00026,0.01606,0.14106,0.00014,0.00013,0.01341,0.03147,6e-05,0.20269,0.08149,0.00253,0,0.00383,0.00137,2.03157
"01/22/2020",0.00401,0,0.00053,0.0146,0.13609,0.00029,0.00514,0.28019,0.25857,0.02346,0,0.03561,0.00053,0.02518,0.00069,9e-05,0.17201,0.00135,0.70088,0.04363,0.16372,0.27896,0.21273,0.00061,0.01752,0.00184,0.00017,0.00012,0.01493,0.1464,0.00039,0.09189,0.03527,0.00227,1e-05,0.00396,0.00057,1.87403
"01/25/2020",0.00428,0,0.00029,0.00899,0.00314,0.00016,0.00235,0.3211,0.34184,0.0428,0,0.02671,0.00103,0.01284,0.00047,0,0.27389,0.00257,0.91326,0.05288,0.18995,0.4425,0.16439,5e-04,0.02741,0.06354,NA,0.00013,0.00687,0.05098,0.00034,0.1016,0.03931,0.00156,0,0.00241,0.00092,1.80998
"01/28/2020",0.00752,0,0.00038,0.01403,0.00498,0.00034,0.00732,0.31406,0.32761,0.01307,0,0.04927,0.00074,0.01736,0.00109,0.00019,0.39755,0.00087,0.80621,0.0542,0.19598,0.34322,0.18619,0.00077,0.01756,0.02662,0.00011,NA,0.01391,0.09338,0.00029,0.10554,0.04373,0.00229,0,0.00804,0.00033,2.16953
"01/31/2020",0.00498,0,0.00055,0.01227,0.05749,0.00035,0.00113,0.16224,0.14755,0.02494,0,0.02399,0.0011,0.01028,0.00071,0.00029,0.117,0.00086,0.34863,0.00482,0.10672,0.13984,0.087,0,0.01172,0.01025,0.00011,NA,0.01142,0.10426,1e-04,0.16389,0.06833,0.00114,0,0.00219,0.00036,1.28124
"02/03/2020",0.00634,0,0.00129,0.0157,0.00414,0.00019,0.00595,0.37219,0.34669,0.0285,0,0.03929,0.00086,0.01233,0.00239,6e-05,0.71677,0.00565,1.06731,0.08313,0.28108,0.42579,0.27431,1e-05,0.02789,0.003,NA,0.00032,0.01209,0.11336,0.00016,0.24922,0.09544,0.00195,0,0.00481,9e-05,3.04377
"02/06/2020",0.00033,0.00018,3e-05,0.01344,0.00171,0.00046,0.00139,0.45803,0.36634,0.09169,0,0.0277,0.00135,0.00313,0.00347,9e-05,0.71654,0.00698,0.81911,0.0815,0.3395,0.25824,0.13987,0,0.00789,0,2e-05,0.00041,0.0126,0.00869,0.00019,0.10018,0.0357,0.00085,0.00011,0.00376,NA,1.64847
"02/09/2020",0.01979,0.00037,0.00352,0.02362,0.00803,0.00023,0.00687,0.44896,0.41332,0.05893,0,0.04199,0.00144,0.0174,0.00101,9e-05,1.02879,0.0132,1.3919,0.04401,0.33151,0.57856,0.41453,2e-05,0.03102,0.02329,NA,0.00062,0.02054,0.13558,0.00027,0.33722,0.10991,0.00216,2e-04,0.00988,0.00071,4.10066
"02/12/2020",0.01126,0.00016,0.00103,0.05359,0.00446,0.00172,0.01248,0.69039,0.61945,0.07094,0,0.1073,0.00132,0.00391,0.00705,0.00328,1.92216,0.01588,1.42669,0.09486,0.45398,0.53111,0.34674,0.00061,0.0394,0,NA,0.00046,0.03225,0.01133,0.00069,0.3052,0.07213,0.00489,0.00011,0.02225,0.00126,4.6097
"02/15/2020",0.00242,0,0.00052,0.01221,0.13996,1e-05,0.00462,0.28286,0.24928,0.03358,0,0.01214,0.00037,0.02083,0.00022,1e-05,0.16915,0.03751,0.46374,0.05185,0.11088,0.17281,0.1282,1e-05,0.01397,0,NA,NA,0.00601,0.13665,0.00011,0.15324,0.05784,0.00085,0,0.00163,NA,1.68797
"02/18/2020",0.01816,0.00023,0.00111,0.01447,0.00273,0.00013,0.0029,0.3859,0.49585,0.06613,0,0.04486,0.00116,0.0095,0.00077,0.00025,0.49825,0.00714,1.11673,0.06087,0.22764,0.42374,0.2284,2e-05,0.02526,0.17608,NA,NA,0.03195,0.06998,NA,0.29563,0.11433,0.00221,0.00015,0.00347,0.00085,2.94426
"02/21/2020",0.04128,0.00036,0.00196,0.03407,0.00388,0.00014,0.00986,0.72012,0.83233,0.14205,0,0.09197,0.0023,0.01565,0.00207,0.00027,0.49383,0.00821,1.7515,0.06378,0.49478,0.60417,0.33451,3e-05,0.04283,0.25426,NA,0.00019,0.09864,0.07869,0.00065,0.51313,0.18362,0.00524,0.00022,0.01135,0.00071,4.88268
"02/24/2020",0.03374,0,0.00239,0.05476,1.27288,0.00013,0.00175,0.14844,0.16097,0.01888,0,0.04081,0.00056,0.11072,0.00079,4e-05,0.43392,0.0028,0.52629,0.04649,0.12522,0.14946,0.17371,3e-05,0.04675,0.03141,NA,0.00013,0.05616,0.84865,0.00108,0.57494,0.20806,0.00234,0.00018,0.00317,0.00038,5.2146
"02/27/2020",0.01099,0.00029,0.00165,0.03191,0.05343,0.00046,0.01044,0.4421,0.41179,0.03031,0,0.08193,0.00099,0.03548,0.00396,3e-04,0.74903,0.00298,1.45931,0.06067,0.31601,0.68784,0.39479,0.00082,0.03327,0,NA,0.00046,0.03569,0.2138,0.00063,0.36694,0.11288,0.00504,0.00025,0.00791,0.00091,3.70133
