profile_code,Aluminum,Arsenic,Bromine,Calcium,Chlorine,Chromium,Copper,Elemental Carbon,Elemental carbon I,Elemental carbon II,Elemental carbon III,Iron,Lead,Magnesium,Manganese,Nickel,Nitrate,Nitrite,Organic carbon,Organic carbon I,Organic carbon II,Organic carbon III,Organic carbon IV,Phosphorus,Potassium,Pyrolyzed organic carbon,Rubidium,Selenium,Silicon,Sodium,Strontium,Sulfate,Sulfur,Titanium,Vanadium,Zinc,Zirconium,assigned_profile
4307,2.7818,0.0,0.0,5.3873,0.0,0.0151,0.0122,0.1922,0.162,0.5266,0.0348,2.2866,0.0097,0.0,0.0772,0.005,0.0,0.0,0.9971,0.0,0.1439,0.0,0.3219,0.0,0.2912,0.5313,0.0013,1.94,8.4682,0.0,0.1527,71.0712,15.0926,0.4834,0.0781,0.026,0.0147,Coal Combustion
4308,3.7131,0.0,0.0,6.4674,0.0,0.025,0.0139,0.0,0.3177,0.4835,0.0,2.8284,0.0101,0.0,0.0842,0.0122,0.0,0.0,0.8577,0.0,0.0,0.0,0.0562,0.0,0.3119,0.8015,0.0,2.4041,23.5598,0.0,0.1617,53.3763,16.1076,0.6157,0.1093,0.0474,0.0156,Coal Combustion
4309,0.0,0.0,0.0,12.2158,0.0,0.0234,0.1005,0.3998,0.444,0.3346,0.0284,2.2853,0.1147,0.0,0.1401,0.0204,0.1522,0.0,1.4357,0.0,0.1323,0.3501,0.5461,0.0,0.2744,0.4072,0.0032,2.2157,5.2913,0.0,0.6337,71.9226,6.6001,0.726,0.0603,0.087,0.0246,Coal Combustion
4310,2.0927,0.0,0.0,24.819,0.0,0.0607,0.1947,0.9192,1.6063,0.7511,0.0699,4.4162,0.1969,0.0,0.2752,0.044,0.0785,0.0,3.5758,0.0,0.3707,0.6333,1.0637,0.0,0.618,1.508,0.0068,2.4833,12.5421,0.0,1.1932,41.4769,11.4239,1.4435,0.1313,0.1653,0.0472,Coal Combustion
4310110,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,40.0,0.0,10.0,3.3,0.0,0.0,0.0,0.0,Sea Salt
431012.5,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,40.0,0.0,10.0,3.3,0.0,0.0,0.0,0.0,Sea Salt
4310130,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,40.0,0.0,10.0,3.3,0.0,0.0,0.0,0.0,Sea Salt
43101C,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,40.0,0.0,10.0,3.3,0.0,0.0,0.0,0.0,Sea Salt
4311,5.1641,0.0,0.0,30.7739,0.0,0.0748,0.2293,2.0432,1.7186,1.2361,0.0963,6.7855,0.2218,0.0,0.3417,0.0629,0.0455,0.0,4.2296,0.0,0.8819,0.9124,1.4276,0.0,0.8364,1.0077,0.0112,1.1896,15.9871,0.0,1.499,22.5626,13.7215,1.7865,0.1617,1.6043,0.0626,Coal Combustion
4312,5.2105,0.0,0.0,20.1536,0.0,0.0412,0.1313,1.8679,1.7141,1.1256,0.1505,3.9451,0.1283,0.4929,0.2025,0.0282,0.0442,0.0,4.7834,0.0,1.3111,0.8484,1.5017,0.0,0.628,1.1222,0.0067,0.4462,14.8123,0.0,0.8425,42.3315,9.6289,1.1616,0.0957,0.2563,0.0367,Coal Combustion
4313,9.3342,0.0,0.0,34.2566,0.0,0.0744,0.259,2.5152,1.9609,1.5274,0.3126,6.8285,0.2662,0.0162,0.391,0.052,0.085,0.0,5.6461,0.0,1.6153,1.278,1.467,0.0,1.1751,1.2858,0.0112,1.4682,27.6003,0.0,1.3233,63.3357,21.1119,2.0414,0.17,0.3982,0.0615,Coal Combustion
4314,7.4733,0.0235,0.0,21.7103,0.0,0.0432,0.171,1.7268,1.3682,1.0096,0.1211,4.2256,0.1724,0.6961,0.2758,0.0291,0.0,0.0,5.3489,0.2196,2.2347,1.241,0.8816,0.0,0.7176,0.7721,0.0076,0.1828,19.8191,0.0,0.7663,32.1411,8.3034,1.3609,0.1111,0.2288,0.0392,Coal Combustion
4315,7.4327,0.0004,0.0,21.7665,0.0,0.006,0.0415,0.0,0.0,0.0,0.0,3.6822,0.0116,1.7376,0.0671,0.0068,1.2939,0.0,0.7485,0.2323,0.2879,0.2283,0.0,1.0989,0.1141,0.0,0.0014,0.0102,7.6488,0.2096,0.5262,4.2665,1.5834,0.9785,0.0605,0.0277,0.0205,Industrial
4316,6.8903,0.0048,0.0,20.0431,0.0,0.0077,0.047,0.9062,0.3509,0.5584,0.0,4.1316,0.0165,1.5859,0.0297,0.0076,0.7323,0.0,1.6584,0.3158,0.6652,0.3425,0.3318,0.8295,0.2337,0.0031,0.0023,0.0104,7.6589,0.4587,0.4285,4.2061,1.7625,0.9233,0.056,0.0591,0.0203,Industrial
4317,6.1118,0.0126,0.0,14.6732,0.0,0.0179,0.0806,3.2621,1.5796,1.6825,0.0,2.6051,0.0684,1.3157,0.1421,0.0097,0.1648,0.0,2.1897,0.3305,0.5602,0.672,0.6271,0.0,0.4514,0.0,0.0038,0.0136,11.874,0.0012,0.4741,10.6968,3.7963,0.9759,0.0719,0.0612,0.0249,Industrial
4318,5.4051,0.0,0.0,0.2266,0.0,0.1151,0.0022,0.0552,0.0749,0.173,0.0092,2.8548,0.0048,0.0,0.0527,1.5548,0.0,0.0,0.5566,0.1158,0.0,0.0436,0.1953,0.0,0.0541,0.2019,0.0005,0.0329,13.379,0.0181,0.0131,71.5045,27.2529,0.5845,0.8699,0.1738,0.015,Industrial
4319,9.3469,0.0,0.0,0.2395,0.0,0.1552,0.0019,0.0309,0.033,0.068,0.0018,4.0859,0.0056,0.0,0.0713,2.1381,0.0,0.0,0.285,0.0671,0.0115,0.0402,0.0943,0.0,0.0772,0.0719,0.0007,0.0262,27.6016,0.0,0.0162,50.5981,24.7108,0.8621,1.1722,0.1897,0.0191,Industrial
4320,9.2735,0.0,0.0,0.2733,0.0,0.1724,0.0018,0.0767,0.0837,0.1944,0.0054,4.4882,0.0064,0.0,0.0817,2.4932,0.0,0.0,0.5804,0.1518,0.0,0.0457,0.176,0.0,0.0834,0.2069,0.0011,0.0308,27.2424,0.0,0.0208,48.9631,23.3155,0.9408,1.3086,0.2194,0.0227,Industrial
4320110,1.275,0.03,0.0,2.1,0.0,0.007,0.06,40.0,0.0,0.0,0.0,1.65,0.015,0.54,0.007,0.09,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,1.275,0.007,0.03,0.0,0.0,0.075,0.03,0.3,0.0,Coal Combustion
