profile_code,Aluminum,Arsenic,Bromine,Calcium,Chlorine,Chromium,Copper,Elemental Carbon,Elemental carbon I,Elemental carbon II,Elemental carbon III,Iron,Lead,Magnesium,Manganese,Nickel,Nitrate,Nitrite,Organic carbon,Organic carbon I,Organic carbon II,Organic carbon III,Organic carbon IV,Phosphorus,Potassium,Pyrolyzed organic carbon,Rubidium,Selenium,Silicon,Sodium,Strontium,Sulfate,Sulfur,Titanium,Vanadium,Zinc,Zirconium,assigned_profile
3532,1.0559,0.0,0.0,24.7567,0.0,0.0322,0.0152,0.0,0.0,0.0,0.0,4.4832,0.0212,0.0,1.0271,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.1707,0.0,0.003,0.0011,4.4896,0.0,0.0172,0.0,0.7159,0.1457,0.0474,0.1376,0.0069,Road Dust
3533,2.265,0.0006,0.0,25.1516,0.0,0.0378,0.0184,0.0,0.0,0.0,0.0,5.1025,0.0188,0.0,0.9025,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243,0.0,0.0026,0.0,8.4106,0.0,0.0224,0.0,0.9312,0.1685,0.0505,0.1148,0.0093,Road Dust
3534,12.6125,0.0008,0.0,13.1704,0.0,0.0319,0.0085,0.0,0.0,0.0,0.0,4.8235,0.0083,0.0,0.5463,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0418,0.0,0.0127,0.0005,26.3411,0.0,0.036,0.0,0.5803,0.4716,0.0369,0.0355,0.0222,Road Dust
3535,8.0067,0.0032,0.0,10.5541,0.0,0.0402,0.0096,0.0,0.0,0.0,0.0,6.3876,0.0119,0.0,0.715,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1703,0.0,0.0158,0.0013,15.5944,0.0,0.0351,0.0,0.4682,0.5403,0.0614,0.055,0.0202,Road Dust
3536,13.0722,0.0006,0.0,13.4315,0.0,0.031,0.0083,0.0,0.0,0.0,0.0,4.6674,0.008,0.0,0.5295,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0289,0.0,0.0123,0.0004,27.4137,0.0,0.0361,0.0,0.5915,0.4647,0.0344,0.0336,0.0224,Road Dust
3537,1.8073,0.0001,0.0,34.5997,0.0,0.049,0.0104,0.0,0.0,0.0,0.0,6.27,0.0109,0.0,2.0238,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1725,0.0,0.002,0.001,8.6486,0.0,0.0219,0.0,0.5843,0.1916,0.0889,0.0815,0.0104,Industrial Dust
3538,1.8457,0.0018,0.0,29.9816,0.0,0.0613,0.0195,0.0,0.0,0.0,0.0,6.2347,0.0184,0.0,1.9054,0.0215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4262,0.0,0.004,0.0004,7.3898,0.0,0.0317,0.0,0.8351,0.2655,0.0859,0.1249,0.0133,Industrial Dust
3539,1.7975,0.0,0.0,35.7778,0.0,0.0459,0.0081,0.0,0.0,0.0,0.0,6.279,0.009,0.0,2.054,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1078,0.0,0.0015,0.0011,8.9697,0.0,0.0194,0.0,0.5203,0.1727,0.0897,0.0704,0.0096,Industrial Dust
3540,5.2259,0.0018,0.0,19.4804,0.0,0.0548,0.0191,0.0,0.0,0.0,0.0,7.2527,0.108,0.0,0.8341,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9061,0.0,0.0059,0.0,15.4405,0.0,0.0305,0.0,0.8476,0.3668,0.0615,0.2692,0.0163,Road Dust
3541,3.1049,0.0,0.0,17.2054,0.0,0.0504,0.0238,0.0,0.0,0.0,0.0,7.2007,0.1213,0.0,0.9176,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8513,0.0,0.0064,0.0003,9.2767,0.0,0.0284,0.0,0.7268,0.3571,0.0691,0.379,0.0141,Road Dust
3542,5.5706,0.0021,0.0,19.8502,0.0,0.0555,0.0184,0.0,0.0,0.0,0.0,7.2611,0.1058,0.0,0.8205,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.915,0.0,0.0059,0.0,16.4425,0.0,0.0308,0.0,0.8672,0.3684,0.0602,0.2513,0.0166,Road Dust
3543,5.253,0.0036,0.0,12.589,0.0,0.1022,0.0801,0.0,0.0,0.0,0.0,15.8232,0.0991,0.0,2.0255,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9331,0.0,0.0096,0.0,13.8579,0.0,0.0227,0.0,0.8028,0.4422,0.1174,0.7391,0.0135,Soil Dust
3544,2.5133,0.007,0.0,11.9804,0.0,0.0787,0.06,0.0,0.0,0.0,0.0,12.8884,0.0953,0.0,1.9619,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6032,0.0,0.007,0.0,7.4283,0.0,0.0191,0.0,0.7694,0.3638,0.1104,0.8297,0.0108,Soil Dust
3545,6.4998,0.0021,0.0,12.8659,0.0,0.1129,0.0892,0.0,0.0,0.0,0.0,17.1587,0.1008,0.0,2.0544,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833,0.0,0.0108,0.0,16.7838,0.0,0.0243,0.0,0.818,0.4778,0.1206,0.6979,0.0148,Soil Dust
3546,1.0058,0.0,0.0,24.0071,0.0,0.0766,0.0152,0.0,0.0,0.0,0.0,16.6902,0.0557,0.0,0.5947,0.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2576,0.0,0.0054,0.0,3.6224,0.0,0.1011,0.0,0.9931,0.1338,0.0787,0.0765,0.0055,Industrial Dust
3547,0.8814,0.003,0.0,21.8198,0.0,0.059,0.0122,0.0,0.0,0.0,0.0,11.5403,0.0536,0.0,0.5947,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2797,0.0,0.0052,0.0,2.9561,0.0,0.0911,0.0,0.9783,0.1522,0.0669,0.0911,0.0063,Industrial Dust
3548,1.0321,0.0,0.0,24.4697,0.0,0.0804,0.0158,0.0,0.0,0.0,0.0,17.7794,0.0562,0.0,0.5947,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2529,0.0,0.0054,0.0,3.7633,0.0,0.1032,0.0,0.9962,0.13,0.0811,0.0734,0.0054,Industrial Dust
3549,4.6727,0.0,0.0,15.033,0.0,0.0841,0.0931,0.0,0.0,0.0,0.0,11.8306,0.028,0.0,1.0608,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5651,0.7918,0.0,0.0054,0.0,16.0337,0.0,0.0539,0.0,1.6986,0.3348,0.0607,0.1617,0.0203,Soil Dust
3550,3.9691,0.0,0.0,18.0775,0.0,0.1263,0.07,0.0,0.0,0.0,0.0,11.826,0.0671,0.0,1.1501,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.0797,0.0,0.0104,0.0,11.2395,0.0,0.0541,0.0,1.2023,0.2193,0.0157,0.2316,0.0159,Soil Dust
3551,5.3827,0.0,0.0,11.9608,0.0,0.0415,0.1163,0.0,0.0,0.0,0.0,11.8353,0.0,0.0,0.9707,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.872,0.5012,0.0,0.0003,0.0,20.8714,0.0,0.0538,0.0,2.1994,0.4514,0.106,0.091,0.0247,Soil Dust
3552,13.1717,0.0013,0.0,5.4468,0.0,0.0361,0.0132,0.0,0.0,0.0,0.0,5.5293,0.0302,0.0,0.2981,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4596,0.0,0.0141,0.0004,26.3973,0.0,0.0202,0.0,0.2894,0.6025,0.0413,0.0536,0.0184,Soil Dust
3553,8.3023,0.0029,0.0,5.7884,0.0,0.0521,0.0168,0.0,0.0,0.0,0.0,6.8339,0.0415,0.0,0.4194,0.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4244,0.0,0.0168,0.0004,16.7553,0.0,0.0252,0.0,0.3345,0.6777,0.0518,0.0774,0.022,Soil Dust
3554,13.6545,0.0012,0.0,5.413,0.0,0.0345,0.0129,0.0,0.0,0.0,0.0,5.4,0.0291,0.0,0.2861,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4631,0.0,0.0138,0.0004,27.3534,0.0,0.0197,0.0,0.285,0.5951,0.0403,0.0513,0.018,Soil Dust
3555,5.2602,0.0,0.0,26.4808,0.0,0.0131,0.0035,0.0,0.0,0.0,0.0,1.9369,0.004,0.0,0.9792,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0037,0.0021,16.6732,0.0,0.0761,0.0,2.1065,0.3285,0.0278,0.0091,0.0226,Soil Dust
3556,2.7974,0.0,0.0,20.6588,0.0,0.0182,0.0038,0.0,0.0,0.0,0.0,2.1796,0.0075,0.0,1.2375,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,0.0,0.0044,0.0041,9.1473,0.0,0.0618,0.0,1.9151,0.2907,0.031,0.0196,0.0191,Soil Dust
3557,5.6272,0.0,0.0,27.3485,0.0,0.0124,0.0035,0.0,0.0,0.0,0.0,1.9007,0.0034,0.0,0.9407,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6677,0.0,0.0036,0.0018,17.7948,0.0,0.0782,0.0,2.1351,0.3342,0.0273,0.0076,0.0231,Soil Dust
3558,9.1433,0.0016,0.0,14.2939,0.0,0.0353,0.0209,0.0,0.0,0.0,0.0,5.2552,0.0246,0.0,0.7133,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6128,0.0,0.0088,0.0,21.7493,0.0,0.0466,0.0,0.9093,0.4869,0.0418,0.0829,0.0255,Road Dust
3559,5.5882,0.0026,0.0,9.7786,0.0,0.0383,0.0257,0.0,0.0,0.0,0.0,5.8103,0.0283,0.0,0.852,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5514,0.0,0.0113,0.0011,13.0377,0.0,0.0383,0.0,0.6438,0.4911,0.0539,0.1045,0.0237,Road Dust
3560,9.5376,0.0015,0.0,14.7947,0.0,0.035,0.0204,0.0,0.0,0.0,0.0,5.1936,0.0242,0.0,0.698,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6196,0.0,0.0085,0.0,22.7154,0.0,0.0475,0.0,0.9387,0.4865,0.0405,0.0805,0.0258,Soil Dust
3561,9.831,0.002,0.0,4.035,0.0,0.015,0.014,0.396,0.0,0.0,0.0,5.134,0.062,0.0,0.08,0.014,0.0,0.0,14.526,0.0,0.0,0.0,0.0,0.07,2.136,0.0,0.007,0.0,29.561,0.0,0.032,0.207,0.241,0.459,0.017,0.135,0.012,Road Dust
3562,0.003,0.0,0.0,0.066,0.0,0.0,0.0,21.146,0.0,0.0,0.0,0.004,0.003,0.0,0.003,0.0,0.203,0.0,49.496,0.0,0.0,0.0,0.0,0.0,0.635,0.0,0.001,0.0,0.044,0.0,0.001,0.455,0.153,0.001,0.001,0.076,0.0,Road Dust
3563,8.0458,0.0017,0.0,7.3034,0.0,0.0088,0.0086,0.3845,0.0,0.0,0.0,3.5949,0.0229,0.9598,0.0614,0.0042,0.0486,0.0,10.5209,0.0,0.0,0.0,0.0,0.0744,2.2913,0.0,0.009,0.0,26.0187,0.2157,0.0453,0.8179,0.5581,0.3415,0.0124,0.0616,0.0134,Soil Dust
3564,8.5023,0.0,0.0,8.3147,0.0,0.0048,0.0068,0.5936,0.0,0.0,0.0,3.4071,0.0213,1.0277,0.0648,0.0048,0.0512,0.0,9.1317,0.0,0.0,0.0,0.0,0.0329,2.2517,0.0,0.0106,0.001,26.3016,0.1731,0.0638,2.3165,1.2675,0.3123,0.0068,0.0744,0.0116,Soil Dust
3565,7.9698,0.0,0.0,4.9452,0.0,0.0068,0.0048,0.5757,0.0,0.0,0.0,3.1407,0.014,0.7336,0.0551,0.0087,0.0699,0.0,18.8365,0.0,0.0,0.0,0.0,0.0631,2.2023,0.0,0.0097,0.0,24.3753,0.4415,0.043,0.3143,1.2905,0.3073,0.0169,0.0418,0.0109,Road Dust
3566,7.827,0.0,0.0,6.1695,0.0,0.0151,0.0063,0.0983,0.0,0.0,0.0,4.2616,0.0116,1.1949,0.0644,0.0134,0.0413,0.0,9.0597,0.0,0.0,0.0,0.0,0.1209,2.3498,0.0,0.0095,0.0007,24.0646,0.2836,0.0671,0.336,0.5908,0.5152,0.022,0.0644,0.0235,Road Dust
3567,9.5789,0.0,0.0,7.2492,0.0,0.0087,0.0108,0.2648,0.0,0.0,0.0,3.7318,0.0282,0.8844,0.0612,0.0038,0.0558,0.0,9.2204,0.0,0.0,0.0,0.0,0.0829,2.4608,0.0,0.0108,0.0,28.7477,0.1441,0.0406,0.5605,0.417,0.3401,0.0114,0.0737,0.013,Road Dust
3568,8.3847,0.0003,0.0,6.7964,0.0,0.0088,0.0074,0.3833,0.0,0.0,0.0,3.6272,0.0196,0.96,0.0613,0.0069,0.0533,0.0,11.3538,0.0,0.0,0.0,0.0,0.0748,2.3111,0.0,0.0099,0.0003,25.9015,0.2516,0.0519,0.869,0.8247,0.3632,0.0139,0.0631,0.0144,Road Dust
3569,9.1793,0.0017,0.0,8.3367,0.0,0.0057,0.0082,0.0081,0.0,0.0,0.0,3.4671,0.0168,0.8631,0.0622,0.0019,0.0667,0.0,6.034,0.0,0.0,0.0,0.0,0.0475,2.5862,0.0,0.0109,0.0,26.4769,0.3318,0.0447,1.0556,0.6604,0.3256,0.0144,0.041,0.0111,Soil Dust
3570,10.815,0.0015,0.0,8.5483,0.0,0.0068,0.008,0.0,0.0,0.0,0.0,3.7465,0.0134,1.1061,0.065,0.0006,0.0763,0.0,8.6937,0.0,0.0,0.0,0.0,0.0507,2.6543,0.0,0.0101,0.0012,30.5312,0.4277,0.046,1.6029,0.5306,0.3564,0.0139,0.0389,0.0119,Soil Dust
3571,9.6245,0.0,0.0,8.5122,0.0,0.0053,0.0092,0.1482,0.0,0.0,0.0,3.6852,0.027,0.8337,0.0705,0.0026,0.0705,0.0,10.6275,0.0,0.0,0.0,0.0,0.0665,2.6809,0.0,0.0125,0.0,29.3628,0.2601,0.0481,0.6664,0.5308,0.3536,0.0026,0.0461,0.0105,Soil Dust
3572,9.9627,0.0025,0.0,8.5072,0.0,0.01,0.0071,0.0,0.0,0.0,0.0,3.5485,0.016,0.9099,0.0641,0.0032,0.0,0.0,6.8405,0.0,0.0,0.0,0.0,0.058,2.4498,0.0,0.0114,0.0014,31.0908,0.3568,0.042,0.2803,0.3907,0.4028,0.0231,0.0385,0.0146,Soil Dust
3573,11.2127,0.0015,0.0,7.7626,0.0,0.0053,0.0093,0.3224,0.0,0.0,0.0,3.7017,0.0124,1.1091,0.0631,0.0019,0.0819,0.0,6.9382,0.0,0.0,0.0,0.0,0.0702,2.6331,0.0,0.0121,0.0009,32.0659,0.3858,0.043,0.9873,0.451,0.3713,0.0136,0.0306,0.0136,Road Dust
3574,9.5106,0.0027,0.0,8.4931,0.0,0.0085,0.0174,0.045,0.0,0.0,0.0,3.4762,0.0235,0.96,0.0572,0.0041,0.0,0.0,9.955,0.0,0.0,0.0,0.0,0.1045,2.5346,0.0,0.0123,0.0014,29.4724,0.5939,0.0378,1.0458,0.6075,0.3487,0.015,0.0991,0.0112,Soil Dust
3575,10.0508,0.0016,0.0,8.36,0.0,0.0069,0.0098,0.0872,0.0,0.0,0.0,3.6042,0.0181,0.9636,0.0636,0.0023,0.0492,0.0,8.1814,0.0,0.0,0.0,0.0,0.0662,2.5898,0.0,0.0115,0.0008,29.8333,0.3926,0.0436,0.9397,0.5285,0.3597,0.0137,0.049,0.0121,Road Dust
3576,7.6659,0.0016,0.0,5.2646,0.0,0.0049,0.0037,0.0,0.0,0.0,0.0,2.9825,0.0027,1.2379,0.0614,0.0014,0.5264,0.0,3.0421,0.0,0.0,0.0,0.0,0.026,2.1371,0.0,0.0102,0.0011,24.2807,0.3122,0.0609,3.4933,0.7963,0.3094,0.0151,0.0128,0.0116,Soil Dust
3577,5.2593,0.0008,0.0,6.1276,0.0,0.004,0.004,0.0274,0.0,0.0,0.0,2.0157,0.0032,0.5279,0.0402,0.0008,0.5673,0.0,3.7071,0.0,0.0,0.0,0.0,0.0,1.4082,0.0,0.0056,0.0,16.4636,0.5601,0.0378,2.3995,0.5625,0.2124,0.0,0.0072,0.0072,Soil Dust
3578,10.6537,0.0006,0.0,7.0963,0.0,0.0065,0.0039,0.0,0.0,0.0,0.0,3.5777,0.0035,1.0459,0.0633,0.0009,0.0,0.0,2.4249,0.0,0.0,0.0,0.0,0.07,2.8584,0.0,0.0129,0.0,31.7874,0.1244,0.0371,0.6446,0.2688,0.3687,0.0158,0.0127,0.0134,Soil Dust
3579,9.0471,0.0,0.0,10.1309,0.0,0.0095,0.0037,0.0,0.0,0.0,0.0,3.2532,0.0044,0.7882,0.0598,0.0022,0.0986,0.0,2.475,0.0,0.0,0.0,0.0,0.0,2.2407,0.0,0.011,0.0009,26.1666,0.1431,0.0591,6.8797,2.2431,0.325,0.0123,0.0105,0.0133,Soil Dust
3580,8.8949,0.0016,0.0,8.0024,0.0,0.0111,0.0063,0.0275,0.0,0.0,0.0,3.4002,0.0058,1.1174,0.0677,0.0053,0.0,0.0,6.4391,0.0,0.0,0.0,0.0,0.0984,2.2072,0.0,0.0095,0.0005,27.9286,0.2444,0.0413,0.1868,0.2233,0.3804,0.0233,0.0349,0.0143,Soil Dust
3581,8.3041,0.0009,0.0,7.3243,0.0,0.0072,0.0043,0.0109,0.0,0.0,0.0,3.0458,0.0039,0.9434,0.0584,0.0021,0.2384,0.0,3.6176,0.0,0.0,0.0,0.0,0.0388,2.1703,0.0,0.0098,0.0005,25.3253,0.2768,0.0472,2.7207,0.8188,0.3191,0.0133,0.0156,0.0119,Soil Dust
3582,2.5687,0.0,0.0,8.9419,0.0,0.0029,0.0019,0.0,0.0,0.0,0.0,1.2356,0.0012,0.7772,0.0334,0.0017,0.0586,0.0,3.6093,0.0,0.0,0.0,0.0,0.0,0.8945,0.0,0.0042,0.0006,8.4959,4.1927,0.143,24.9899,7.5223,0.1186,0.0075,0.0041,0.0046,Soil Dust
3583,0.5936,0.0046,0.0,0.0,0.0,0.0,0.0485,27.3163,0.0,0.0,0.0,1.1758,0.0637,0.0,0.0,0.01,7.6924,0.0,68.2858,0.0,0.0,0.0,0.0,0.1009,0.2443,0.0,0.0,0.0,0.0,0.0,0.0,5.1787,2.673,0.0,0.0,0.1534,0.0046,Diesel Vehicle
3584,0.0,0.0,0.0,0.0188,0.0,0.0088,0.0225,17.2173,0.0,0.0,0.0,0.0134,0.0551,0.0,0.0088,0.0084,22.1217,0.0,65.7116,0.0,0.0,0.0,0.0,0.1541,3.2006,0.0,0.0,0.0038,0.0,0.0,0.0008,6.4525,3.0624,0.0,0.0451,0.1403,0.0,Diesel Vehicle
3585,0.0,0.0,0.0,0.0,0.0,0.0105,0.0344,18.1528,0.0,0.0,0.0,0.0671,0.0604,0.0,0.0023,0.0078,11.2193,0.0,45.6269,0.0,0.0,0.0,0.0,0.0281,2.2902,0.0,0.0,0.0074,0.0,0.0,0.0,4.8378,2.7322,0.0034,0.0373,0.1473,0.0,Diesel Vehicle
3586,0.1978,0.0015,0.0,0.0062,0.0,0.0064,0.0351,20.8954,0.0,0.0,0.0,0.4187,0.0597,0.0,0.0037,0.0087,13.6778,0.0,59.8747,0.0,0.0,0.0,0.0,0.0943,1.9117,0.0,0.0,0.0037,0.0,0.0,0.0002,5.4896,2.8225,0.0011,0.0274,0.147,0.0015,Diesel Vehicle
3587,0.3913,0.001,0.0,0.0,0.0,0.0003,0.0335,11.2008,0.0,0.0,0.0,0.7542,0.018,0.0,0.0039,0.0,3.0658,0.0,28.3385,0.0,0.0,0.0,0.0,0.0814,0.0915,0.0,0.0,0.0013,0.2628,0.0,0.0,2.7322,1.1563,0.0,0.0,0.0771,0.0033,Diesel Vehicle
3588,0.0,0.0039,0.0,0.0,0.0,0.0,0.0071,9.1513,0.0,0.0,0.0,0.0171,0.0075,0.0,0.0,0.001,1.9158,0.0,37.2281,0.0,0.0,0.0,0.0,0.0643,4.4634,0.0,0.0024,0.0015,0.0,0.0,0.0019,1.6812,1.7931,0.0,0.0,0.0606,0.0,Diesel Vehicle
3589,0.9527,0.0227,0.0,0.0,0.0,0.0287,0.0276,26.5509,0.0,0.0,0.0,0.9662,0.0162,0.0,0.0173,0.0038,2.5024,0.0,53.4678,0.0,0.0,0.0,0.0,0.0492,0.0562,0.0,0.0005,0.0,0.9646,0.0,0.0,4.7112,1.9033,0.0638,0.026,0.1579,0.0124,Diesel Vehicle
3590,0.0,0.0,0.0,0.0,0.0,0.003,0.0267,10.9079,0.0,0.0,0.0,0.0782,0.0297,0.0,0.0,0.0051,18.8602,0.0,30.4426,0.0,0.0,0.0,0.0,0.0253,4.1771,0.0,0.0015,0.0074,0.0,0.0,0.0003,4.5123,2.3439,0.0006,0.0155,0.1052,0.0024,Diesel Vehicle
3591,0.4796,0.0,0.0,0.0,0.0,0.0077,0.0249,15.2074,0.0,0.0,0.0,0.9752,0.0246,0.0,0.0217,0.0,1.1493,0.0,28.899,0.0,0.0,0.0,0.0,0.1066,0.0,0.0,0.0006,0.0014,0.4645,0.0,0.0094,2.6776,0.886,0.0749,0.0174,0.1849,0.006,Diesel Vehicle
3592,0.3647,0.0055,0.0,0.0,0.0,0.0079,0.0239,14.6036,0.0,0.0,0.0,0.5581,0.0192,0.0,0.0085,0.0019,5.4987,0.0,35.6752,0.0,0.0,0.0,0.0,0.0653,1.7576,0.0,0.001,0.0023,0.3383,0.0,0.0023,3.2629,1.6165,0.0278,0.0117,0.1171,0.0048,Diesel Vehicle
3593,0.0,0.0,0.0,0.5417,0.0,0.0,0.0557,20.2785,0.0,0.0,0.0,0.0008,0.1097,0.0,0.0,0.0,29.795,0.0,28.1034,0.0,0.0,0.0,0.0,0.1155,1.1283,0.0,0.0017,0.0,0.0,0.0,0.0025,7.6205,2.9811,0.0,0.0,0.1412,0.0,Diesel Vehicle
3594,0.0,0.0,0.0,0.3548,0.0,0.0082,0.0394,20.9072,0.0,0.0,0.0,0.0159,0.1028,0.0,0.0094,0.0123,37.3376,0.0,48.8922,0.0,0.0,0.0,0.0,0.0758,1.294,0.0,0.0,0.0023,0.0,0.0,0.0,8.3887,2.6749,0.0206,0.0652,0.1398,0.0,Diesel Vehicle
3595,0.0,0.0044,0.0,0.0,0.0,0.0,0.1483,16.9858,0.0,0.0,0.0,0.0395,0.0884,0.0,0.0,0.0071,20.4001,0.0,39.2212,0.0,0.0,0.0,0.0,0.1568,1.0602,0.0,0.0,0.0053,0.0,0.0,0.0,5.9452,2.6786,0.0,0.0,0.1335,0.0,Diesel Vehicle
3596,0.2037,0.0075,0.0,0.0,0.0,0.0485,0.2329,11.2353,0.0,0.0,0.0,1.8941,0.0665,0.0,0.0051,0.0048,9.5852,0.0,24.3352,0.0,0.0,0.0,0.0,0.0614,0.5402,0.0,0.0009,0.0021,0.0,0.0,0.0003,4.7157,1.4632,0.0331,0.0027,0.2064,0.0108,Diesel Vehicle
3597,0.0509,0.0029,0.0,0.2241,0.0,0.0141,0.119,17.3517,0.0,0.0,0.0,0.4875,0.0918,0.0,0.0036,0.006,24.2794,0.0,35.138,0.0,0.0,0.0,0.0,0.1023,1.0056,0.0,0.0006,0.0024,0.0,0.0,0.0007,6.6675,2.4494,0.0134,0.0169,0.1552,0.0027,Diesel Vehicle
3598,0.0,0.0,0.0,0.0,0.0,0.0106,0.0417,23.6776,0.0,0.0,0.0,0.0162,0.2357,0.0,0.0131,0.0081,10.8869,0.0,68.6602,0.0,0.0,0.0,0.0,0.1331,2.2234,0.0,0.0037,0.0,0.0,0.0,0.0,5.0165,2.2191,0.0498,0.0155,0.1486,0.0075,Diesel Vehicle
3599,0.0,0.0133,0.0,0.0,0.0,0.0,0.0328,20.5488,0.0,0.0,0.0,0.1946,0.0347,0.0,0.0,0.0,6.3187,0.0,66.9742,0.0,0.0,0.0,0.0,0.1608,0.8835,0.0,0.0,0.0005,0.0,0.0,0.0,3.6301,1.7251,0.0,0.0,0.127,0.0,Diesel Vehicle
3600,0.0,0.0146,0.0,0.0,0.0,0.0066,0.0335,23.0714,0.0,0.0,0.0,0.1676,0.024,0.0,0.0087,0.0058,2.0549,0.0,82.025,0.0,0.0,0.0,0.0,0.2405,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,4.1651,1.8108,0.0211,0.0087,0.1836,0.0,Diesel Vehicle
3601,0.0,0.0015,0.0,0.0,0.0,0.0,0.0401,17.1094,0.0,0.0,0.0,0.0929,0.0804,0.0,0.0049,0.0021,3.4954,0.0,59.0705,0.0,0.0,0.0,0.0,0.1326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3443,1.123,0.0,0.0,0.1587,0.0,Diesel Vehicle
3602,0.0,0.0073,0.0,0.0,0.0,0.0043,0.037,21.1018,0.0,0.0,0.0,0.1178,0.0937,0.0,0.0066,0.004,5.6889,0.0,69.1824,0.0,0.0,0.0,0.0,0.1667,0.7767,0.0,0.0009,0.0005,0.0,0.0,0.0,4.039,1.7195,0.0177,0.006,0.1544,0.0018,Diesel Vehicle
3603,0.1559,0.0053,0.0,0.0689,0.0,0.0087,0.0572,17.4486,0.0,0.0,0.0,0.4009,0.0644,0.0,0.0064,0.0038,11.3359,0.0,45.8198,0.0,0.0,0.0,0.0,0.1079,1.2244,0.0,0.0008,0.0017,0.1301,0.0,0.0011,4.5492,1.9044,0.0203,0.0116,0.1403,0.0032,Diesel Vehicle
3604,0.0,0.0055,0.0,0.0,0.0,0.0,0.0947,13.4574,0.0,0.0,0.0,0.0443,0.0587,0.0,0.0,0.0039,3.0569,0.0,79.1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0066,4.4729,1.3024,0.0,0.0,0.1008,0.0,Diesel Vehicle
3605,0.0,0.0056,0.0,0.2643,0.0,0.0045,0.0637,13.4451,0.0,0.0,0.0,0.0022,0.0988,0.0,0.0065,0.0265,5.8465,0.0,29.4967,0.0,0.0,0.0,0.0,0.1191,1.0144,0.0,0.0017,0.0008,0.0,0.0,0.0037,4.5497,1.547,0.0,0.0121,0.0998,0.0008,Diesel Vehicle
3606,0.0,0.0165,0.0,0.0,0.0,0.0519,0.0326,33.8253,0.0,0.0,0.0,0.1691,0.2886,0.0,0.0087,0.0193,5.7181,0.0,67.7921,0.0,0.0,0.0,0.0,0.0106,0.0,0.0,0.0028,0.0005,0.0,0.0,0.0028,4.3755,1.9138,0.0,0.0,0.1641,0.0,Diesel Vehicle
3607,0.0,0.0055,0.0,0.1321,0.0,0.0022,0.0792,13.4512,0.0,0.0,0.0,0.0232,0.0787,0.0,0.0032,0.0152,4.4517,0.0,54.3475,0.0,0.0,0.0,0.0,0.0595,0.5072,0.0,0.0008,0.002,0.0,0.0,0.0051,4.5113,1.4247,0.0,0.006,0.1003,0.0004,Diesel Vehicle
3608,0.0,0.0,0.0,0.0,0.0,0.0005,0.1628,16.401,0.0,0.0,0.0,0.0353,0.1432,0.0,0.0,0.0079,4.8371,0.0,41.4636,0.0,0.0,0.0,0.0,0.0521,1.0135,0.0,0.0,0.0002,0.0,0.0,0.0,2.3447,0.8658,0.0,0.0,0.169,0.0007,Diesel Vehicle
